sentence_id,word_id,word,nFix,FFD,GPT,TRT,fixProp
84,22,motion,3.4,270.6,647.2,908.2,0.8
84,23,picture,0.8,111.2,773.0,201.6,0.4
84,24,.<EOS>,1.2,66.0,1487.0,221.2,0.4
85,0,If,0.0,0.0,0.0,0.0,0.0
85,1,you're,0.6,47.2,47.2,162.4,0.2
85,2,not,0.4,122.8,122.8,122.8,0.4
85,3,into,0.8,103.4,103.4,144.0,0.6
85,4,the,0.6,112.0,112.0,142.0,0.4
85,5,pokemon,1.0,183.8,313.8,273.2,0.6
85,6,franchise,0.6,104.8,104.8,150.2,0.4
85,7,",",0.0,0.0,0.0,0.0,0.0
85,8,this,0.2,61.4,61.4,61.4,0.2
85,9,fourth,0.8,130.4,130.4,171.0,0.6
85,10,animated,1.2,111.6,161.6,259.6,0.6
85,11,movie,0.6,39.2,39.2,128.6,0.2
85,12,in,0.2,49.2,49.2,49.2,0.2
85,13,four,0.8,96.2,96.2,187.6,0.4
85,14,years,0.6,37.2,96.6,113.8,0.2
85,15,won't,0.8,66.6,96.6,132.0,0.4
85,16,convert,1.2,133.8,167.0,230.4,0.8
85,17,you,0.6,119.4,119.4,119.4,0.6
85,18,--,0.4,61.8,125.2,61.8,0.4
85,19,or,0.0,0.0,0.0,0.0,0.0
85,20,even,1.0,78.0,236.0,216.2,0.4
85,21,keep,5.0,160.8,351.0,999.4,0.6
85,22,your,1.6,63.2,839.2,303.2,0.6
85,23,eyes,1.6,273.4,382.0,410.6,0.8
85,24,open,1.0,140.8,224.2,239.6,0.6
85,25,.,0.0,0.0,0.0,0.0,0.0
85,26,but,0.6,34.8,34.8,126.2,0.2
85,27,fans,2.0,232.4,267.2,544.4,0.8
85,28,should,1.6,213.2,213.2,374.6,0.8
85,29,have,0.8,108.0,108.0,140.8,0.6
85,30,fun,1.2,179.4,179.4,316.8,0.6
85,31,meeting,3.2,145.2,180.0,681.2,0.8
85,32,a,0.0,0.0,0.0,0.0,0.0
85,33,brand-new,1.6,139.2,856.2,375.2,0.8
85,34,pokemon,1.4,102.8,228.2,269.6,0.6
85,35,called,0.2,70.8,70.8,70.8,0.2
85,36,celebi,4.0,207.6,3232.0,1154.0,0.8
85,37,.<EOS>,0.4,147.2,1019.0,205.2,0.2
86,0,The,0.0,0.0,0.0,0.0,0.0
86,1,hours,1.8,104.6,122.6,599.2,0.4
86,2,makes,1.4,158.6,197.2,345.4,0.8
86,3,you,1.4,122.8,152.8,333.8,0.6
86,4,examine,1.2,257.2,257.2,345.2,0.6
86,5,your,0.8,131.2,131.2,288.0,0.4
86,6,own,1.0,142.2,172.2,211.4,0.6
86,7,life,0.4,114.0,114.0,159.4,0.2
86,8,in,0.6,70.0,70.0,120.6,0.4
86,9,much,1.6,132.0,499.2,333.8,0.6
86,10,the,0.6,101.4,122.6,129.4,0.4
86,11,same,0.6,133.4,133.4,172.2,0.4
86,12,way,0.6,113.8,113.8,167.2,0.4
86,13,its,0.0,0.0,0.0,0.0,0.0
86,14,characters,1.2,154.0,154.0,296.0,0.6
86,15,do,0.4,69.0,69.0,69.0,0.4
86,16,",",0.2,34.8,34.8,34.8,0.2
86,17,and,0.6,104.2,104.2,138.0,0.4
86,18,the,0.6,73.2,73.2,171.8,0.4
86,19,experience,2.6,120.6,222.0,512.8,0.6
86,20,is,0.2,40.6,104.6,40.6,0.2
86,21,profound,4.4,202.0,329.2,1024.2,0.8
86,22,.,0.2,41.4,41.4,41.4,0.2
86,23,the,1.4,144.0,243.8,258.4,0.6
86,24,hours,3.0,112.0,674.8,786.0,0.6
86,25,is,0.8,167.2,341.8,182.4,0.6
86,26,what,3.0,144.6,190.0,579.4,0.8
86,27,movies,3.0,129.2,279.2,643.6,0.8
86,28,are,1.2,181.2,305.2,255.6,0.8
86,29,supposed,3.0,172.0,1093.8,842.0,0.8
86,30,to,1.6,75.4,3302.6,441.0,0.6
86,31,be,0.2,28.0,28.0,28.0,0.2
86,32,.,0.4,34.6,1346.2,51.8,0.2
86,33,.,0.2,45.4,1142.0,45.4,0.2
86,34,.<EOS>,0.0,0.0,0.0,0.0,0.0
87,0,A,0.0,0.0,0.0,0.0,0.0
87,1,film,0.0,0.0,0.0,0.0,0.0
87,2,of,2.2,149.4,180.6,649.6,0.8
87,3,precious,3.6,163.0,163.0,752.6,1.0
87,4,increments,5.4,430.4,802.8,1523.8,0.8
87,5,artfully,2.2,292.0,292.0,602.4,1.0
87,6,camouflaged,4.4,206.2,506.6,1014.0,1.0
87,7,as,0.2,48.0,48.0,48.0,0.2
87,8,everyday,3.0,267.4,418.0,798.2,0.8
87,9,activities,2.0,228.0,3614.8,508.8,0.8
87,10,.<EOS>,0.2,44.0,158.8,44.0,0.2
88,0,The,1.0,108.6,124.6,163.2,0.6
88,1,movie,2.2,131.4,210.6,520.0,0.6
88,2,is,2.2,160.6,332.6,460.8,0.8
88,3,a,0.2,28.0,104.6,28.0,0.2
88,4,mess,2.8,204.0,931.8,653.6,1.0
88,5,from,1.4,156.6,317.4,289.0,0.8
88,6,start,2.4,332.2,1153.0,669.6,1.0
88,7,to,0.8,136.4,538.0,163.0,0.6
88,8,finish,1.8,413.8,1482.2,740.8,0.8
88,9,.<EOS>,2.2,179.4,3498.2,464.2,0.8
89,0,The,1.0,123.0,123.0,262.4,0.6
89,1,work,1.2,254.8,387.6,282.8,1.0
89,2,of,1.8,240.0,282.8,364.2,0.8
89,3,a,1.6,162.2,194.8,408.2,0.6
89,4,filmmaker,3.0,186.6,208.6,695.6,1.0
89,5,who,1.0,212.0,212.0,299.2,0.6
89,6,has,0.8,127.4,240.0,162.0,0.6
89,7,secrets,1.8,155.2,155.2,413.2,0.6
89,8,buried,2.0,178.8,197.4,428.0,0.8
89,9,at,0.6,159.4,159.4,159.4,0.6
89,10,the,1.0,84.4,84.4,275.0,0.4
89,11,heart,2.4,225.2,225.2,578.8,0.8
89,12,of,0.4,88.0,88.0,88.0,0.4
89,13,his,1.4,388.6,388.6,476.6,1.0
89,14,story,1.4,256.0,256.0,440.0,1.0
89,15,and,0.6,78.8,78.8,116.8,0.4
89,16,knows,2.2,222.4,253.0,451.0,1.0
89,17,how,0.6,68.8,98.2,86.2,0.4
89,18,to,0.6,88.0,88.0,115.4,0.4
89,19,take,2.8,203.8,337.8,662.0,1.0
89,20,time,2.2,251.2,837.8,551.4,0.8
89,21,revealing,2.8,212.6,212.6,630.0,1.0
89,22,them,1.2,162.8,195.6,350.8,0.6
89,23,.,0.0,0.0,0.0,0.0,0.0
89,24,strange,2.4,257.6,483.0,545.8,1.0
89,25,occurrences,2.2,307.2,481.2,674.2,0.8
89,26,build,0.6,156.6,681.2,198.0,0.4
89,27,in,0.8,81.4,230.0,158.0,0.4
89,28,the,0.4,101.8,101.8,101.8,0.4
89,29,mind,1.0,94.0,94.0,317.2,0.4
89,30,of,1.0,153.4,259.2,204.0,0.8
89,31,the,1.0,119.8,119.8,257.6,0.4
89,32,viewer,1.8,254.0,314.6,401.6,1.0
89,33,and,0.8,80.6,110.6,182.6,0.4
89,34,take,0.4,128.2,128.2,128.2,0.4
89,35,on,0.8,210.2,244.2,249.0,0.6
89,36,extreme,4.2,227.2,4097.0,1047.0,1.0
89,37,urgency,1.8,168.6,5595.8,447.4,0.8
89,38,.<EOS>,0.0,0.0,0.0,0.0,0.0
90,0,You,0.6,32.6,32.6,102.0,0.2
90,1,won't,2.2,97.0,133.6,374.6,0.8
90,2,believe,3.8,172.8,248.6,752.0,1.0
90,3,much,3.0,225.2,225.2,846.2,1.0
90,4,of,1.6,154.6,484.0,393.8,0.8
90,5,it,0.0,0.0,0.0,0.0,0.0
90,6,",",0.0,0.0,0.0,0.0,0.0
90,7,but,0.8,170.0,855.4,170.0,0.8
90,8,you,2.2,238.2,238.2,415.4,1.0
90,9,will,0.4,57.2,57.2,57.2,0.4
90,10,laugh,2.2,238.0,275.2,544.6,1.0
90,11,at,0.4,64.0,64.0,64.0,0.4
90,12,the,1.4,145.2,569.6,324.0,0.6
90,13,audacity,2.8,330.8,417.4,930.6,1.0
90,14,",",0.0,0.0,0.0,0.0,0.0
90,15,at,0.4,109.2,109.2,109.2,0.4
90,16,the,1.6,164.0,164.0,562.6,0.6
90,17,who's,3.2,228.0,228.0,868.8,1.0
90,18,who,2.0,124.6,124.6,518.4,0.6
90,19,casting,2.8,199.4,969.4,883.8,1.0
90,20,and,2.0,82.6,747.8,333.8,0.6
90,21,the,2.8,104.0,1761.2,664.0,0.6
90,22,sheer,3.6,136.2,136.2,870.6,0.6
90,23,insanity,2.2,203.2,623.8,520.0,0.8
90,24,of,1.4,279.6,3940.0,682.6,0.6
90,25,it,0.2,37.4,515.4,37.4,0.2
90,26,all,0.2,48.6,273.8,48.6,0.2
90,27,.<EOS>,0.6,89.4,2695.8,199.4,0.2
91,0,To,0.4,42.6,42.6,99.2,0.2
91,1,build,1.4,301.0,316.2,332.8,1.0
91,2,a,1.2,188.4,347.8,287.2,0.8
91,3,feel-good,3.0,263.0,456.2,674.4,1.0
91,4,fantasy,2.0,543.8,571.8,761.6,1.0
91,5,around,1.4,268.0,268.0,379.4,1.0
91,6,a,0.2,28.0,28.0,28.0,0.2
91,7,vain,1.2,347.2,347.2,435.8,0.8
91,8,dictator-madman,3.8,307.8,784.6,1138.6,1.0
91,9,is,0.8,162.0,162.0,162.0,0.8
91,10,off-putting,3.0,339.2,590.0,776.4,1.0
91,11,",",0.0,0.0,0.0,0.0,0.0
91,12,to,0.2,37.4,37.4,37.4,0.2
91,13,say,1.2,186.4,229.6,267.0,0.8
91,14,the,0.8,149.2,149.2,170.0,0.6
91,15,least,0.8,93.6,193.0,113.0,0.6
91,16,",",0.2,20.0,137.8,20.0,0.2
91,17,not,0.8,114.6,263.2,218.6,0.6
91,18,to,0.8,143.2,274.4,179.0,0.4
91,19,mention,2.2,111.2,1159.2,371.4,0.6
91,20,inappropriate,3.2,173.8,720.2,636.0,0.8
91,21,and,0.6,169.4,169.4,169.4,0.6
91,22,wildly,1.8,191.2,779.8,442.4,0.6
91,23,undeserved,2.4,414.8,2781.4,824.8,1.0
91,24,.<EOS>,0.0,0.0,0.0,0.0,0.0
92,0,I,0.0,0.0,0.0,0.0,0.0
92,1,cry,3.4,183.8,291.8,684.2,0.6
92,2,for,1.6,186.0,316.2,322.4,0.8
92,3,i,0.2,42.6,42.6,42.6,0.2
92,4,spy,1.4,146.0,146.0,336.0,0.8
92,5,--,0.2,58.0,107.4,58.0,0.2
92,6,or,1.4,323.8,344.4,404.4,1.0
92,7,i,0.0,0.0,0.0,0.0,0.0
92,8,would,2.6,260.8,260.8,814.8,1.0
92,9,if,0.6,135.8,237.8,135.8,0.6
92,10,this,1.8,338.8,578.2,559.4,1.0
92,11,latest,2.6,202.0,397.4,579.6,1.0
92,12,and,0.8,114.8,114.8,130.0,0.6
92,13,laziest,2.2,212.6,212.6,495.2,1.0
92,14,imaginable,3.0,398.6,458.6,942.6,1.0
92,15,of,0.2,52.0,52.0,52.0,0.2
92,16,all,2.0,213.8,602.4,523.4,0.8
92,17,vintage-tv,3.0,372.0,483.4,991.0,1.0
92,18,spinoffs,2.0,447.2,663.8,698.6,1.0
92,19,were,1.0,140.2,140.2,164.2,0.8
92,20,capable,3.8,175.8,356.4,1046.4,0.8
92,21,of,1.4,167.4,1385.2,302.0,0.8
92,22,engendering,3.0,262.8,677.4,898.8,1.0
92,23,an,0.4,96.6,145.2,96.6,0.4
92,24,emotional,2.8,334.4,1290.2,755.6,1.0
92,25,response,2.8,339.4,504.8,757.8,0.8
92,26,of,0.2,60.6,166.6,60.6,0.2
92,27,any,1.6,135.4,2518.4,397.4,0.6
92,28,kind,0.8,127.4,1113.2,160.2,0.6
92,29,.<EOS>,0.2,40.6,3247.6,40.6,0.2
93,0,It,0.6,106.0,205.4,205.4,0.4
93,1,is,0.8,154.0,154.0,356.4,0.4
93,2,that,1.6,124.6,466.0,430.4,0.6
93,3,rare,0.8,56.0,115.2,160.6,0.4
93,4,combination,2.0,203.2,544.4,422.0,1.0
93,5,of,0.8,69.4,84.6,84.6,0.6
93,6,bad,1.6,230.8,248.8,398.8,0.8
93,7,writing,1.4,177.4,430.8,405.4,0.8
93,8,",",0.2,37.2,37.2,37.2,0.2
93,9,bad,1.2,121.8,137.2,202.6,0.6
93,10,direction,1.2,183.4,204.0,204.0,1.0
93,11,and,0.4,86.0,166.0,86.0,0.4
93,12,bad,0.2,43.4,43.4,43.4,0.2
93,13,acting,1.2,245.8,274.6,274.6,1.0
93,14,--,0.0,0.0,0.0,0.0,0.0
93,15,the,0.4,88.6,88.6,88.6,0.4
93,16,trifecta,1.0,355.2,384.6,384.6,0.8
93,17,of,0.0,0.0,0.0,0.0,0.0
93,18,badness,2.8,355.2,2241.6,912.8,1.0
93,19,.<EOS>,0.6,101.2,2960.6,101.2,0.6
94,0,I'm,0.0,0.0,0.0,0.0,0.0
94,1,not,0.0,0.0,0.0,0.0,0.0
94,2,saying,1.4,223.2,223.2,257.0,1.0
94,3,that,1.2,152.8,152.8,273.0,0.6
94,4,ice,0.8,221.4,221.4,260.0,0.6
94,5,age,0.6,105.4,105.4,147.4,0.4
94,6,doesn't,1.4,262.6,290.6,332.0,1.0
94,7,have,0.4,96.0,96.0,96.0,0.4
94,8,some,0.8,130.2,130.2,168.8,0.6
94,9,fairly,0.4,127.8,127.8,127.8,0.4
94,10,pretty,1.4,251.6,342.8,383.4,1.0
94,11,pictures,1.4,144.6,181.2,256.4,0.8
94,12,",",0.4,54.0,54.0,54.0,0.4
94,13,but,0.4,36.0,36.0,84.6,0.2
94,14,there's,2.2,192.0,192.0,485.0,0.8
94,15,not,1.6,191.4,191.4,260.8,0.8
94,16,enough,0.8,123.2,123.2,157.2,0.6
94,17,substance,4.0,200.6,1077.0,959.2,1.0
94,18,in,0.2,40.8,40.8,40.8,0.2
94,19,the,0.4,90.6,240.6,90.6,0.4
94,20,story,1.0,147.0,147.0,300.4,0.8
94,21,to,0.2,43.4,196.8,43.4,0.2
94,22,actually,1.4,248.8,248.8,363.4,1.0
94,23,give,1.0,268.6,355.2,268.6,1.0
94,24,them,1.8,246.8,827.6,561.0,0.8
94,25,life,0.8,108.6,1970.4,275.8,0.4
94,26,.<EOS>,0.6,124.0,3002.8,124.0,0.6
95,0,An,0.4,110.6,110.6,110.6,0.4
95,1,erotic,2.8,241.2,411.8,686.0,0.8
95,2,thriller,1.0,192.6,192.6,327.2,0.6
95,3,that's,1.6,247.6,280.2,369.0,1.0
95,4,neither,2.0,189.6,234.8,448.0,1.0
95,5,too,1.0,140.6,204.4,165.2,0.8
95,6,erotic,1.8,304.8,324.8,420.2,1.0
95,7,nor,1.2,254.0,330.2,314.0,0.8
95,8,very,2.0,269.2,398.0,487.2,1.0
95,9,thrilling,1.6,223.6,639.2,376.2,1.0
95,10,",",0.2,46.6,46.6,46.6,0.2
95,11,either,1.6,315.4,2012.6,464.4,1.0
95,12,.<EOS>,0.2,42.0,234.8,42.0,0.2
96,0,See,1.6,174.0,174.0,428.6,0.6
96,1,clockstoppers,6.6,225.4,638.2,1455.8,1.0
96,2,if,1.0,170.0,170.0,295.8,0.6
96,3,you,1.0,229.2,229.2,385.8,0.8
96,4,have,1.0,155.2,155.2,255.0,0.6
96,5,nothing,2.2,274.0,274.0,600.0,1.0
96,6,better,1.2,178.0,178.0,278.6,0.6
96,7,to,0.2,38.0,38.0,38.0,0.2
96,8,do,1.0,178.8,582.4,233.6,0.8
96,9,with,1.0,152.8,177.4,230.0,0.6
96,10,94,1.0,126.4,580.8,171.0,0.8
96,11,minutes,1.4,126.0,205.4,299.2,0.6
96,12,.,0.0,0.0,0.0,0.0,0.0
96,13,but,0.2,48.8,48.8,48.8,0.2
96,14,be,0.6,131.2,131.2,183.8,0.4
96,15,warned,2.0,257.0,383.0,423.0,1.0
96,16,",",0.4,55.4,92.8,55.4,0.4
96,17,you,0.6,96.0,274.0,96.0,0.6
96,18,too,1.0,74.8,224.2,176.2,0.6
96,19,may,1.8,204.0,204.0,529.2,0.4
96,20,feel,2.6,181.2,779.4,686.2,0.8
96,21,time,0.6,82.0,82.0,145.4,0.4
96,22,has,1.2,232.4,232.4,283.2,1.0
96,23,decided,0.8,230.6,406.2,230.6,0.8
96,24,to,0.2,23.4,23.4,23.4,0.2
96,25,stand,1.4,249.4,358.2,376.2,0.8
96,26,still,0.8,85.2,134.0,209.8,0.4
96,27,.,0.4,95.2,95.2,95.2,0.4
96,28,or,0.2,43.4,43.4,43.4,0.2
96,29,that,1.2,208.6,261.2,365.4,0.6
96,30,the,1.0,61.2,111.8,134.4,0.4
96,31,battery,1.4,121.4,201.4,518.2,0.4
96,32,on,0.2,21.4,38.6,21.4,0.2
96,33,your,0.6,274.0,347.4,274.0,0.6
96,34,watch,1.4,278.0,901.6,446.6,1.0
96,35,has,1.0,132.6,1191.8,274.6,0.6
96,36,died,1.0,222.6,3020.2,260.6,0.8
96,37,.<EOS>,0.0,0.0,0.0,0.0,0.0
97,0,One,1.8,210.8,236.8,580.4,0.8
97,1,of,0.0,0.0,0.0,0.0,0.0
97,2,the,1.0,110.6,170.0,309.2,0.6
97,3,greatest,2.6,188.8,249.4,545.2,1.0
97,4,family-oriented,2.8,315.6,523.0,688.6,1.0
97,5,",",0.0,0.0,0.0,0.0,0.0
97,6,fantasy-adventure,4.6,313.6,552.6,1090.6,1.0
97,7,movies,1.4,286.8,848.0,340.2,1.0
97,8,ever,1.0,210.8,1459.0,270.0,0.8
97,9,.<EOS>,0.0,0.0,0.0,0.0,0.0
98,0,Together,3.4,273.4,434.0,1087.4,0.6
98,1,",",0.4,129.8,129.8,129.8,0.4
98,2,tok,0.6,221.4,221.4,322.0,0.4
98,3,and,0.8,153.6,201.6,209.6,0.6
98,4,o,1.0,135.2,205.8,314.4,0.6
98,5,orchestrate,2.4,345.4,660.0,1030.0,0.8
98,6,a,0.6,300.4,300.4,300.4,0.6
98,7,buoyant,2.8,460.6,509.2,870.4,1.0
98,8,",",0.0,0.0,0.0,0.0,0.0
98,9,darkly,1.6,262.4,429.6,522.4,0.8
98,10,funny,2.2,229.2,360.6,507.8,1.0
98,11,dance,1.4,170.0,170.0,341.4,0.6
98,12,of,0.2,30.0,353.2,30.0,0.2
98,13,death,1.0,222.6,318.0,252.6,0.8
98,14,.,0.0,0.0,0.0,0.0,0.0
98,15,in,0.2,42.0,42.0,42.0,0.2
98,16,the,1.4,224.6,224.6,388.0,0.8
98,17,process,1.8,192.0,410.6,399.0,0.8
98,18,",",0.0,0.0,0.0,0.0,0.0
98,19,they,0.8,30.6,116.0,148.6,0.2
98,20,demonstrate,2.2,199.2,360.6,499.8,1.0
98,21,that,1.2,226.8,720.0,302.8,0.8
98,22,there's,1.4,264.2,471.4,407.4,0.8
98,23,still,1.6,119.8,610.8,298.4,0.6
98,24,a,0.2,88.6,88.6,88.6,0.2
98,25,lot,1.0,185.2,225.2,372.6,0.6
98,26,of,0.6,48.6,265.2,206.6,0.2
98,27,life,1.0,129.4,129.4,278.2,0.6
98,28,in,0.2,236.0,236.0,236.0,0.2
98,29,hong,2.0,149.4,209.4,509.2,0.6
98,30,kong,1.0,170.6,236.6,377.8,0.4
98,31,cinema,1.6,217.2,2937.2,559.0,0.6
98,32,.<EOS>,0.4,164.2,2557.2,164.2,0.4
99,0,The,0.0,0.0,0.0,0.0,0.0
99,1,only,1.8,188.6,209.4,429.0,0.8
99,2,thing,1.8,191.4,350.0,514.8,0.8
99,3,i,0.8,177.4,177.4,268.0,0.6
99,4,laughed,2.8,215.8,337.8,829.0,1.0
99,5,at,1.0,110.2,281.4,176.0,0.6
99,6,were,1.6,207.4,277.4,450.6,0.8
99,7,the,1.0,108.0,292.8,190.6,0.6
99,8,people,1.8,209.6,924.6,461.6,1.0
99,9,who,1.2,141.8,157.8,217.8,0.8
99,10,paid,1.4,273.2,465.8,476.4,0.8
99,11,to,1.0,153.2,992.8,217.6,0.6
99,12,see,1.0,585.8,2387.0,702.4,0.6
99,13,it,0.2,116.6,263.8,116.6,0.2
99,14,.<EOS>,0.0,0.0,0.0,0.0,0.0
100,0,It,1.0,315.4,315.4,494.8,0.6
100,1,ultimately,4.4,275.2,275.2,1334.2,1.0
100,2,stands,2.2,329.2,604.0,724.6,1.0
100,3,forth,2.4,362.6,529.4,717.0,1.0
100,4,as,1.0,379.4,626.6,379.4,1.0
100,5,an,1.0,115.4,168.2,199.4,0.6
100,6,important,4.4,240.8,356.2,1100.2,1.0
100,7,chronicle,4.6,385.0,414.2,1206.2,1.0
100,8,of,0.2,39.2,39.2,39.2,0.2
100,9,the,2.0,266.4,507.2,489.0,1.0
100,10,abuses,4.0,248.0,483.0,1124.8,1.0
100,11,of,0.2,55.2,55.2,55.2,0.2
100,12,one,1.6,418.0,605.4,642.0,0.8
100,13,of,1.0,260.0,543.8,350.8,0.6
100,14,latin,1.4,310.8,724.6,496.0,0.8
100,15,america's,2.2,181.6,610.0,384.8,1.0
100,16,most,1.2,157.6,234.4,275.8,0.8
100,17,oppressive,3.8,238.2,2621.8,908.0,1.0
100,18,regimes,2.0,367.8,4423.8,548.0,1.0
100,19,.<EOS>,1.2,107.4,808.8,245.2,0.4
101,0,All,1.6,196.0,196.0,444.6,0.6
101,1,but,1.2,99.8,99.8,246.6,0.4
101,2,the,0.6,55.2,55.2,91.2,0.4
101,3,most,1.4,229.4,264.0,332.2,1.0
101,4,persnickety,5.2,452.4,1065.8,1997.2,1.0
101,5,preteens,2.2,424.2,569.0,736.2,1.0
101,6,should,1.8,214.6,214.6,488.6,0.8
101,7,enjoy,2.4,255.2,339.8,681.0,1.0
101,8,this,0.6,105.2,764.0,105.2,0.6
101,9,nonthreatening,6.2,247.4,1252.6,1926.8,1.0
101,10,but,0.8,238.8,488.6,238.8,0.8
101,11,thrilling,2.2,240.8,937.0,474.2,1.0
101,12,adventure,3.8,295.2,4973.2,780.2,1.0
101,13,.<EOS>,0.2,60.0,2215.6,60.0,0.2
102,0,An,1.4,40.8,59.4,349.6,0.4
102,1,exceedingly,4.2,245.4,245.4,971.8,1.0
102,2,clever,2.6,180.0,250.2,466.2,1.0
102,3,piece,2.0,236.6,236.6,572.4,0.8
102,4,of,0.2,49.4,49.4,49.4,0.2
102,5,cinema,1.0,162.0,162.0,190.0,0.8
102,6,.,0.4,110.2,110.2,110.2,0.4
102,7,another,0.8,133.2,133.2,233.2,0.4
102,8,great,1.2,167.6,167.6,298.2,0.6
102,9,'what,2.2,283.4,388.8,476.0,1.0
102,10,you,0.4,54.0,54.0,102.0,0.2
102,11,don't,2.0,240.2,240.2,455.0,1.0
102,12,see',1.2,265.2,282.6,362.6,0.8
102,13,is,1.2,108.6,272.6,213.2,0.6
102,14,much,1.2,156.0,537.4,235.2,0.8
102,15,more,1.2,136.0,203.4,224.0,0.8
102,16,terrifying,3.4,197.2,509.0,918.8,0.6
102,17,than,1.0,266.8,371.2,316.8,0.8
102,18,what,2.0,208.4,607.2,463.8,0.8
102,19,you,0.4,127.4,127.4,127.4,0.4
102,20,do,0.8,150.6,666.0,194.0,0.6
102,21,see,1.0,326.8,563.4,326.8,1.0
102,22,thriller,1.4,129.6,1172.2,252.4,0.6
102,23,",",0.4,77.6,77.6,77.6,0.4
102,24,coupled,1.4,241.2,675.2,436.6,0.8
102,25,with,1.0,192.6,1861.8,279.8,0.6
102,26,some,1.0,179.2,576.6,289.0,0.6
102,27,arresting,2.0,207.0,437.0,427.8,0.8
102,28,effects,1.4,116.6,381.8,262.4,0.6
102,29,",",0.2,77.4,77.4,77.4,0.2
102,30,incandescent,1.8,315.8,365.2,467.8,1.0
102,31,tones,1.0,186.6,1422.2,208.0,0.8
102,32,and,0.6,70.6,87.8,87.8,0.4
102,33,stupendous,2.0,176.8,904.6,386.8,0.8
102,34,performances<EOS>,4.2,280.8,4399.4,1064.4,1.0
103,0,An,1.4,108.8,124.8,275.4,0.6
103,1,incredibly,2.8,189.4,208.0,755.6,1.0
103,2,low-rent,3.4,285.6,394.8,852.8,1.0
103,3,danish,1.0,196.0,196.0,402.0,0.6
103,4,film,0.6,125.2,125.2,125.2,0.6
103,5,",",0.2,38.6,38.6,38.6,0.2
103,6,it,0.0,0.0,0.0,0.0,0.0
103,7,brings,1.8,235.2,548.4,503.8,0.8
103,8,a,0.4,122.8,201.0,122.8,0.4
103,9,group,1.0,226.8,226.8,263.4,0.8
103,10,of,0.6,144.8,299.6,144.8,0.6
103,11,people,0.8,108.0,108.0,154.0,0.6
103,12,together,2.8,228.0,228.0,579.4,1.0
103,13,in,0.0,0.0,0.0,0.0,0.0
103,14,a,0.4,51.6,79.6,51.6,0.4
103,15,sweet,1.8,169.2,229.4,351.4,0.8
103,16,and,0.4,67.2,95.2,67.2,0.4
103,17,charming,3.2,162.6,324.6,587.4,1.0
103,18,way,1.0,83.2,925.6,135.8,0.6
103,19,",",0.4,106.8,572.2,106.8,0.4
103,20,if,1.4,94.6,401.4,236.6,0.6
103,21,a,0.6,134.8,1314.6,211.4,0.4
103,22,little,1.8,268.6,725.2,661.2,0.8
103,23,convenient<EOS>,2.2,212.8,4730.8,569.6,0.8
104,0,Newton,2.0,154.0,176.6,311.8,0.8
104,1,draws,1.4,262.2,262.2,408.8,0.8
104,2,our,1.2,278.6,278.6,364.6,0.8
104,3,attention,2.2,328.0,389.8,585.0,1.0
104,4,like,1.8,176.6,305.2,317.0,1.0
104,5,a,0.4,72.4,103.0,72.4,0.4
104,6,magnet,2.8,241.8,321.2,799.2,1.0
104,7,",",0.0,0.0,0.0,0.0,0.0
104,8,and,0.0,0.0,0.0,0.0,0.0
104,9,acts,2.4,423.4,423.4,950.4,0.8
104,10,circles,2.6,405.4,405.4,826.6,0.8
104,11,around,2.0,202.4,422.4,408.0,1.0
104,12,her,1.4,293.8,332.4,449.2,0.8
104,13,better,2.0,200.8,476.6,410.8,1.0
104,14,known,1.4,235.2,235.2,314.8,1.0
104,15,co-star,3.4,189.4,563.0,1067.4,1.0
104,16,",",0.4,82.8,165.4,231.4,0.2
104,17,mark,2.0,213.6,1303.8,411.4,1.0
104,18,wahlberg,2.6,231.2,2172.8,605.8,0.8
104,19,.<EOS>,0.6,84.8,3195.6,108.2,0.4
105,0,An,0.2,29.2,29.2,29.2,0.2
105,1,awful,1.8,120.0,144.0,298.6,0.8
105,2,lot,1.8,217.4,317.4,431.4,1.0
105,3,like,1.8,242.6,333.4,570.6,0.6
105,4,one,1.4,360.8,586.2,487.6,1.0
105,5,of,0.4,80.6,80.6,80.6,0.4
105,6,[spears'],1.6,241.4,274.0,368.0,1.0
105,7,music,2.0,336.6,416.0,608.6,1.0
105,8,videos,1.4,134.0,134.0,288.0,0.6
105,9,in,0.4,86.6,192.6,86.6,0.4
105,10,content,1.6,265.0,265.0,453.4,0.8
105,11,--,0.4,95.4,155.4,95.4,0.4
105,12,except,1.6,291.2,367.8,421.8,1.0
105,13,that,1.0,164.8,164.8,295.6,0.6
105,14,it,0.6,146.0,186.0,146.0,0.6
105,15,goes,1.6,186.4,355.0,298.4,1.0
105,16,on,0.4,68.6,68.6,68.6,0.4
105,17,for,0.8,174.8,174.8,215.4,0.6
105,18,at,0.2,101.2,148.6,101.2,0.2
105,19,least,1.8,137.2,168.6,495.0,0.8
105,20,90,1.8,46.8,460.2,352.2,0.4
105,21,more,1.6,222.8,1530.8,460.0,0.8
105,22,minutes,2.2,239.0,409.6,546.4,0.8
105,23,and,1.0,209.8,209.8,283.8,0.8
105,24,",",0.2,51.4,109.2,51.4,0.2
105,25,worse,2.0,303.2,435.8,637.2,0.8
105,26,",",0.0,0.0,0.0,0.0,0.0
105,27,that,0.8,116.8,417.4,238.8,0.4
105,28,you,1.2,129.4,620.8,288.8,0.6
